CITY,BUSINESS_ID,NAME,TOTAL_REVIEWS,RN,,,,,,,
West Point,h1L1nOBt2P8IkfPexu0T6w,The Village Teahouse,46,3,,,,,,,
West Point,HXM__tuvf6fljucyDUjXBA,West Point Deli,27,4,,,,,,,
Reno Sparks,l1Z6oT8od9y3f1M5o0ArPA,My Women's Center,39,1,,,,,,,
Tinicum Township,IBHVk3XPcaOE7fRyuof7vA,WallyPark Airport Parking,149,1,,,,,,,
Tinicum Township,cM62mo1hnlnjNWJ6LQMITQ,Advantage Rent A Car,24,2,,,,,,,
Tinicum Township,lTZoJOOhw8HcLGxb2NJgTA,Jet Stream Parking,21,3,,,,,,,
Claymont,MPEih4jFKkjvgJn6tuEZEQ,Total Wine & More,178,1,,,,,,,
Claymont,h9tUG_bLdX30YAED9q0Fsg,Claymont Steak Shop,177,2,,,,,,,
Claymont,0y5x2QxXdeHvs_m0hoO84Q,Aureas Mexican Restaurant,74,3,,,,,,,
Claymont,gWtnh1WgUIlYmc323ykF4w,Crowne Plaza Wilmington North,46,4,,,,,,,
Claymont,uK-mJE9L3P4X80gKp69i9A,PrimoHoagies,42,5,,,,,,,
Hernando Bch,WiOKWMtWEsSR65rka6I0Rg,Matolis Pizza and Subs,16,1,,,,,,,
Washoe,O-DjSYAPWR-Bvyzr03J0yQ,Planet Earth,6,1,,,,,,,
Upper Merion Township,9O_cHOFdyPYLTGaCUVAbqg,Liberty Travel,12,1,,,,,,,
Erdenheim Pa,laKJK3FT-vW1UlRGkO37DA,Mathews Home Service,7,1,,,,,,,
Harleysville,IxX6YczoeBpdt78AzDS4GQ,The Butcher And Barkeep,482,1,,,,,,,
Harleysville,stTwlR1KyBfsi2JiDgRRqA,The Energy Station,138,2,,,,,,,
Harleysville,ws6TIgXXA-5RSHRrMBEktA,Curry Leaf Indian Cuisine,103,3,,,,,,,
Harleysville,8Lct5T2R0p7qpyjAh7-Gfg,Lowry Services,99,4,,,,,,,
Harleysville,4caDWodT3H9v4ekwCsh6oQ,Sammy’s Bullfrog Cafe,87,5,,,,,,,
Bryn Mawr,2rQFgavS-942RapZTBSBTw,Gullifty's Restaurant,290,1,,,,,,,
Bryn Mawr,EcjHDndSeQuebMMJhCGC5g,Yangming,254,2,,,,,,,
Bryn Mawr,1oJ_UcVoTHSAYgu53YiJQA,Xolo Tacos,234,3,,,,,,,
Bryn Mawr,qcfwMZhOyU0l210iHR3xUQ,Pho Street,219,4,,,,,,,
Bryn Mawr,mQvRi0nm84Www71d4qOheQ,Ekta Indian Cuisine,198,5,,,,,,,
Abington,JmzNw0WCPmZPZdq5nx9brg,Kitchen Bar,394,1,,,,,,,
Abington,C2vKa-eZFVBrfFGYXxvXFw,Senor Salsa,352,2,,,,,,,
Abington,ETZK5PuCsVfQ7ElXckDTPw,Ban Ban Asian Bistro,195,3,,,,,,,
Abington,RCpFAdBZJM9ucpVMcYXiVA,Gummlai Thai,181,4,,,,,,,
Abington,sNOzfwyTZDwKtMiTwjQobA,Vintage Bar and Grill,160,5,,,,,,,
Alton,xP5o6PVU3tWOixLJTIdVVA,Fast Eddie's Bon Air,377,1,,,,,,,
Alton,K4wVovK22PnUpCNgy30KSA,Old Bakery Beer,155,2,,,,,,,
Alton,M1-pZ02nty3nd6rLWBLJjw,Castelli's Restaurant at 255,111,3,,,,,,,
Alton,ljxNT9p0y7YMPx0fcNBGig,Tony's Restaurant & 3rd Street Cafe,105,4,,,,,,,
Alton,XbyPavh4IWWmFivupJMaQw,Bluff City Grill,92,5,,,,,,,
Berwyn,xhWSGL8AfOaYLJj01-m-wQ,NECTAR,454,1,,,,,,,
Berwyn,pmuErkYawbYttiGdmuzxTQ,Frankie's Fellini Cafe,219,2,,,,,,,
Berwyn,c56PgVwTX9LYQ0vqGU8mTg,Handel's Homemade Ice Cream,203,3,,,,,,,
Berwyn,IAXAu0klbfFxrvv3HiJoww,El Tio Mexican Restaurant,187,4,,,,,,,
Berwyn,JjYmXia9-Dy0tGqI088Hfg,La Cabra Brewing,176,5,,,,,,,
Mount Holly,bbL7sLg9gR3_08LZOriyTA,Kitchen87,368,1,,,,,,,
Mount Holly,Nvuya8iH_NaJlzXg-dx1-A,Robin's Nest Restaurant,234,2,,,,,,,
Mount Holly,wUKW3ZVdyg7DMDFk77bn_w,Downtown Pizza and Italian Grill,186,3,,,,,,,
Mount Holly,idagElvlzPmrTjNJg-TQOg,The Local Eatery & Pub,184,4,,,,,,,
Mount Holly,TODSpqAYU59Y_sfcL98rLA,Pandora Diner,177,5,,,,,,,
Honey Brook,b0Y_3Isqnd9IU5cQsIsOiA,Ridesmart Auto,12,1,,,,,,,
nolensville,K90zpoOnNxqoHBBm-WPkkQ,Veritas Salon,20,1,,,,,,,
Woodlyn,DLmkfCW_Pzi1Pyo6G8FnDg,Frankie's on Fairview,311,1,,,,,,,
Woodlyn,Nh2u8k2PMRmenoq6ZGBDhg,Michael's Sandwich Shop,125,2,,,,,,,
Woodlyn,AedN5LgqMyqzylmZk_hQFw,Hibachi Grill and Sushi Buffet,48,3,,,,,,,
Woodlyn,8KJWlJ5fMSLbuqiFbMV44w,Hunt's Annex Lounge,46,4,,,,,,,
Woodlyn,1L2gimdk0IQt5jgEKBeCtw,Trio Cold Cuts & Sandwich Pub,44,5,,,,,,,
Wesley Chapel  FL,OUDqsZXjGH6j9-4YFiMm0Q,Grandeur Hair Design,13,1,,,,,,,
Crystal Springs,_Re_9pC7Wk5ODVy6LW2agw,Crystal Springs Preserve,5,1,,,,,,,
Collingswood,UQMUtySn2q9cSObiw5UVsw,The Pop Shop - Collingswood,626,1,,,,,,,
Collingswood,i76ERS3jM111T3VMbi2yrQ,Sagami,596,2,,,,,,,
Collingswood,kQRB8RNwd7cEMcURTS-I7A,Sabrina's Café,592,3,,,,,,,
Collingswood,xtWIORPp-HG2LWtz5jQtiA,Tortilla Press,329,4,,,,,,,
Collingswood,h8jPi55Rom8-bu6POXvMCQ,IndeBlue Indian Cuisine,327,5,,,,,,,
High Ridge,c_xAbBTeiIHqPm1zMOvQcg,Iron Barley's High Hog Ridge,452,1,,,,,,,
High Ridge,#NAME?,Jilly's Cafe & Steakhouse,63,2,,,,,,,
High Ridge,JszJI2Ewenggj8zh1o3B-Q,Peggs Restaurant On the Boulevard,57,3,,,,,,,
High Ridge,aFT4pXEwhw6z5jrFiAB9YQ,La Casona Mexican Restaurant,53,4,,,,,,,
High Ridge,sqc0XZr0CZSmqb7Rw8skCQ,The Pasta House Co,39,5,,,,,,,
Mt  Juliet,PFJBaHXdf40UOyZqd_55cQ,Visionworks Doctors of Optometry,24,1,,,,,,,
Talleyville,Cv4QFI1gGGrgRSVnMU0qug,Olive Garden Italian Restaurant,70,1,,,,,,,
Talleyville,w8w07XJpVRHFzQtqgrWfbg,Pep Boys,56,2,,,,,,,
Talleyville,23hSJ8QvSK0J7pcqXARrOA,Red Lobster,51,3,,,,,,,
Talleyville,QWepKJ1tyVQ_NWp9iChn8w,Fairfax Hardware,23,4,,,,,,,
Talleyville,3uNVqPvm2PZS1jniqxiYWQ,Firestone Complete Auto Care,18,5,,,,,,,
LOWER PROVIDENCE,bPQpQ9NlR3MB1hgUR8wTQg,agua bistro,26,1,,,,,,,
Cynwyd,u4EKKHuz4UOF61m0risk5Q,"Andras G Haris, DMD & Associates",6,1,,,,,,,
Wood River,MxbdVt4x3F1OCZA93PKdiw,The Pump House Bar and Grill,91,1,,,,,,,
Wood River,uIUjRtUh8fsoczFL6ttWYQ,King Louie's Drive-In,55,2,,,,,,,
Wood River,#NAME?,AutoCenters Nissan,42,3,,,,,,,
Wood River,wBByR6Xx7kqQq1siplnEbQ,Fiona's Family Restaurant,29,4,,,,,,,
Wood River,HyFaFDR7sWRvtFqsYMEbyg,Steak ’n Shake,28,5,,,,,,,
Gallatin,oLOVznE7BzEqwVK3Yim_gQ,Campione's Taste of Chicago,216,1,,,,,,,
Gallatin,qONvIS94nZhXYm-jccXyuw,Top Hog,146,2,,,,,,,
Gallatin,dDMJ-H6e_RvoxwoXai79Rw,Sapporo,111,3,,,,,,,
Gallatin,yXtcHmOR4pQKpRjta7YEWQ,Awedaddys Bar & Grill,91,4,,,,,,,
Gallatin,PzreyErPlb73Zgt1oSZdcA,The Chocolate Covered Strawberry,85,5,,,,,,,
Plumsteadville,0Y5OG0uk8exyeYdqxKa1XA,Devil's Acre Tavern,190,1,,,,,,,
Plumsteadville,gBsPBsfVQj4NRfmlGlQSRQ,Dominick's Pizzeria and Restaurant,39,2,,,,,,,
Plumsteadville,wBM4MnO8yJ4ZvqYMFkAapg,Chubby's Dairy Barn,31,3,,,,,,,
Plumsteadville,hg46OEPyfu86hPF43nk7qQ,Capri Pizza Restaurant & Bar,30,4,,,,,,,
Plumsteadville,QWH3lfxOLcChVrDxzCPpKA,Sakura Express,22,5,,,,,,,
Tuson,v2rDjdy5Tb8OTHVQ-ZgPyQ,autozone,13,1,,,,,,,
Bellville,zciO1XFzcKlX98Bi3XOGww,Subway,6,1,,,,,,,
Kings Beach,F4cezLy3xwbzCXG4lww74w,Saturno Home Inspection,12,1,,,,,,,
Marlborough,XSwwC56rmNK2vnMiaMr1KA,CarSmart Auto Service,22,1,,,,,,,
Marlborough,McXrCojEIjuw_7w6mK2aow,Jack in the Box,13,2,,,,,,,
Marlborough,YTsoRrX34rNrSSyc-e9vyw,Yorkshire Animal Hospital,11,3,,,,,,,
Marlborough,MrUfl4K4O3GsTLSRGpduZQ,QuikTrip,7,4,,,,,,,
Westmont,#NAME?,Keg & Kitchen,382,1,,,,,,,
Westmont,1hPvAr6D7yPpGbD_4RMqmQ,Treno Pizza Bar,329,2,,,,,,,
Westmont,my8iGnzOiOO3__WCuRRlbQ,Bricco Coal Fired Pizza,298,3,,,,,,,
Westmont,ZPdKYDbYKSjDkaBGYkGzOQ,Heart Beet Kitchen,190,4,,,,,,,
Westmont,RL3ClqGipWaSuRi6fE-7pw,La Guadalupana Mexican Restaurant,98,5,,,,,,,
Christiana,bbm5_njEZyw68E7UUY0xgQ,Red Robin Gourmet Burgers and Brews,88,1,,,,,,,
Christiana,hBmWWvU6BSL6i_eYapOFGQ,The Greene Turtle Sports Bar & Grille,78,2,,,,,,,
Christiana,vkffDkvbUwkgEXoBbCAXng,Famous Dave's Bar-B-Que,68,3,,,,,,,
Christiana,b9bzEYHseU0ceo7-0XaXqg,honeygrow,62,4,,,,,,,
Christiana,RjUlQqekSL14zu4rNOZuEQ,Jersey Mike's Subs,19,5,,,,,,,
North Marlton,ILzeRXi36G7tu3AT-03YNQ,Victoria's Secret,9,1,,,,,,,
Greenwood,DZ1tBEWnubwsIbgbNydxeA,Revery,405,1,,,,,,,
Greenwood,9xIGw5YaYLlqZ4dfnQ1kKQ,Jockamo Upper Crust Pizza,293,2,,,,,,,
Greenwood,gsscUrw2B2z2h8PBL0FkEg,The Cheesecake Factory,287,3,,,,,,,
Greenwood,bzldjIZDjIvS8vHTMRqNOQ,BJ's Restaurant & Brewhouse,284,4,,,,,,,
Greenwood,Opaq2wcFfqjHdhpQHXvOYA,Oaken Barrel Brewing Company,276,5,,,,,,,
Andalusia,v1fmEga74-Qe-YKM59JcNQ,Chi Auto Repair,40,1,,,,,,,
Andalusia,Lrbh0wR2uuJnw1L8qwV0HQ,The Andalusia Foundation,6,2,,,,,,,
Andalusia,dm97MvKVcJ9NSbKAU5pGWg,Rita's Italian Ice,5,3,,,,,,,
"Santa Barbara,",COdUE7SfzengH-xRKiw49w,Dance with Thomas,8,1,,,,,,,
franklin,NQAOvCUJMUIMIKQYdLsB7Q,Wally's Junk Removal,10,1,,,,,,,
New castle,opo3T-qxHd9x49ciSMFcGA,Mr Kleen Laundromat,5,1,,,,,,,
Summerland,FdoqtMadj4ybDAL7S-yUBQ,Summerland Beach Cafe,676,1,,,,,,,
Summerland,#NAME?,Tinker's Burgers,204,2,,,,,,,
Summerland,wb9P0ipW4ysbgNA9jIl3bg,The Nugget,181,3,,,,,,,
Summerland,cJXlIGy9SURm12lqHHnf-g,Summerland Winery,156,4,,,,,,,
Summerland,A4E8e6ICfwS8V7hJYaCXAQ,The Sacred Space,136,5,,,,,,,
Bensalem,tUkv0ZxUAdpyv8qhgRU5TA,Parx Casino,582,1,,,,,,,
Bensalem,Ony7JxUB_ncfK146S66PPA,Metro Diner,525,2,,,,,,,
Bensalem,vEdNsFx-ozYFNxR9XZQ5AA,Bar Louie,315,3,,,,,,,
Bensalem,9_V0SWbQPnZ0mR3kljXqBQ,Sakura Japanese Restaurant,264,4,,,,,,,
Bensalem,T9n_LqUUhC2b1ALhg57Y5Q,Texas Roadhouse,255,5,,,,,,,
phoenixville,zgiGbGRLyj5QpoqsmDZzIg,Berwyn shower & Glass,6,1,,,,,,,
Fairview Hts.,zKrfv-y-lLq_GlvfXQaACQ,White Castle,24,1,,,,,,,
Fairview Hts.,yi59A0fDSc3WKzGBhh9JOQ,Wendy's,21,2,,,,,,,
N Redngtn Bch,AaVW4h6LhfzObObdmIN5eA,Wine Cellar Restaurant,11,1,,,,,,,
N Redngtn Bch,kgt16DQ76mrEtbK9NR-usA,Sandalwood Beach Resort,8,2,,,,,,,
N Redngtn Bch,XxAcv6gv6PyaqaUIH6c4Qw,Far Horizons Motel,5,3,,,,,,,
N Redngtn Bch,SPm561zm9tpYwTBf-QQ9Lg,Redington Surf Resort,5,4,,,,,,,
Rural Hill,4vhkN9O59NftcT70hHumOQ,Hurt's Hot Chicken,5,1,,,,,,,
Bordentown,WNqqyUtEmrqCBEHNV9sj5Q,Marcello's Coal Fired Restaurant & Pizza,412,1,,,,,,,
Bordentown,I4GAOtrRYbinmI3zEwqxVQ,Under the Moon Cafe,279,2,,,,,,,
Bordentown,1PGF-zUnu2uxHqRWo06k7Q,Toscano Ristorante,251,3,,,,,,,
Bordentown,eBQd3DwWtW9UE-g_WNC3zg,Chickie's & Pete's,246,4,,,,,,,
Bordentown,RotPJ1vjKab0NbMh--7dPA,Oliver A Bistro,175,5,,,,,,,
East Alton,3IlvOfSCJSKzjyrpbPKNGQ,Highflyers Grille,32,1,,,,,,,
East Alton,kvle5j_7tlzX5-vRXjWUGw,J.J. Thermo's Bar and Grill,30,2,,,,,,,
East Alton,fietoLg6UmUGlQKFh2jDTA,Mr. Pancho’s,28,3,,,,,,,
East Alton,4tMDxwPVl0KqCrYqn733nw,Casa Romero,24,4,,,,,,,
East Alton,b_KNASMqfGU5ZuzU-LNy9Q,China Star Restaurant,15,5,,,,,,,
Secane ,7tVlUFwbCubhbNMH3n5CeA,Grout Lines Plus,8,1,,,,,,,
Oakville,GTXSk8QyD7N1Un-tzgPw4g,First Watch,92,1,,,,,,,
Oakville,Sxp09nJXYEAw4Yi-vp9RdQ,Massage Envy - Oakville,18,2,,,,,,,
Oakville,ZDkfI5rpM4sywZG0G3bhcg,Dobbs Tire And Auto Center,17,3,,,,,,,
Oakville,3ZaYy2VND0-VUPc3DqBB_A,Jack in the Box,15,4,,,,,,,
Oakville,Z_YxF0eB5QZWPjMY-myKaw,Treats Unleashed,11,5,,,,,,,
Zephryhills,pzO28TQMIhlGxMi-08XcsA,East Pasco Family YMCA,5,1,,,,,,,
Drexel,4BIvXL8Hz63mS4q5Svf6MQ,Rodney's Refrigeration Service Center,5,1,,,,,,,
Ridley Park,s28vCG365GHnGkWDSSsZUA,Stinger’s Waterfront,226,1,,,,,,,
Ridley Park,fD4bniuVxxG-uIygBbf5iA,Double Decker Pizza,108,2,,,,,,,
Ridley Park,nFSqTOt1LZSHQQKQsUZiKw,Stargate Diner,79,3,,,,,,,
Ridley Park,8Y3Qw0aFzO4sw-9cJmK4cw,Cracker Barrel Old Country Store,74,4,,,,,,,
Ridley Park,pb1oZS_fVHwBkw3ysqF9pQ,The BrickHaus,74,5,,,,,,,
new orleans,ALnwLqN5kK48UsSTONmF6Q,Baller Quest Bicycles & Equipment,13,1,,,,,,,
new orleans,zY2UAdmHFEQNQkks0wmCBw,Prism Construction,11,2,,,,,,,
Harahan,RCvzFRJoc4RZPwUSey1MeA,Oak Oven,238,1,,,,,,,
Harahan,99xTcKwadFwSxB2i76GT3g,AMC Elmwood Palace 20,222,2,,,,,,,
Harahan,dBs6GOQlMGC9hrBlPUleIw,Heads & Tails Seafood Restaurant and Oyster Bar,220,3,,,,,,,
Harahan,fgnHM4VT-n1VjFL3YeBJsg,Royal Thai Bistreaux,178,4,,,,,,,
Harahan,hlcJtI8X_KLj0_lDp0zp4w,YaYa’s Comfort Food,162,5,,,,,,,
Marlton,wb_z1h7XR5IQhVRZHlMuLQ,Redstone American Grill,581,1,,,,,,,
Marlton,Ylc02u7HhDj0mnxeGt0y5Q,Sushi Kingdom,469,2,,,,,,,
Marlton,S2cKcdtOIDFyUfXYNPJUIw,The Turning Point of Marlton,433,3,,,,,,,
Marlton,zCELc_Vqc0EbnTwbkpUIEA,Joe's Peking Duck House,288,4,,,,,,,
Marlton,9gOB2Tqc_LtvSRDxviFlHA,LaScala's Fire,280,5,,,,,,,
Westtown,fbkljMIXlS0AJjReKfCrcg,Westtown Meat Market,31,1,,,,,,,
Westtown,N0Qew0HVLx9PgbVsi6I27w,Valley Market,17,2,,,,,,,
Nevada,XdYpa3bGBJW6dfOsDQZQ_A,The Reno Brow Chick,28,1,,,,,,,
Penndel,I8IPPZvEPdb_xG0nGIMyjA,Thai Chef & Noodle Fusion,326,1,,,,,,,
Penndel,cl5Z6TuyadIyOMwYAB0C5w,Tummy Yummies,49,2,,,,,,,
Penndel,HR5uGiVT0LXV5SnLgqPmbw,Shumai Wok,49,3,,,,,,,
Penndel,Vb98dMStLORraUGgabGcyQ,Zeeno's Pizza,33,4,,,,,,,
Penndel,GCw-1IoUo5NF9bBeOpM78w,Jay's Steak & Hoagie Joint,27,5,,,,,,,
Crestwood,nkzhe-nViX6e-lBdhDLbGg,King Edwards Fried Chicken,153,1,,,,,,,
Crestwood,GTO6Nyh9oZDDSySDG4ogNg,Rich and Charlie’s - Crestwood,103,2,,,,,,,
Crestwood,gu1XBRHx0v4PvFKcEYX65Q,Malone's Grill & Pub,48,3,,,,,,,
Crestwood,7TGY8EXD3nOheCnack7YLQ,Sweet Tomatoes,43,4,,,,,,,
Crestwood,hlX3mIE9PMTf5TQYHVs7lw,Savers,41,5,,,,,,,
Goodlettsville,1JtpcHELRrSDoWS80WtzuQ,Chef's Market Cafe & Takeaway,324,1,,,,,,,
Goodlettsville,#NAME?,Green Chili,212,2,,,,,,,
Goodlettsville,Cj115fn0LsfcNLlYseKxSA,Po Thai Restaurant,206,3,,,,,,,
Goodlettsville,k2DujxP1NcGWW5Z5_dDg7w,Kabuto Japanese Steak Seafood & Sushi,152,4,,,,,,,
Goodlettsville,EMqI7BboQiiMKX8KUBNwkg,Liz's Kitchen,106,5,,,,,,,
Hamilton Township,x1cyB0m8EIR9OE054dgtPg,Malaga Restaurant,233,1,,,,,,,
Hamilton Township,AZc8Q6YW3yhfiEiYIpFzQw,Tan's Tasty Cakes,59,2,,,,,,,
Hamilton Township,S-wq2G1-I957fvIxGf5O9g,Jeppy's Pizzeria 2,38,3,,,,,,,
Hamilton Township,OeifejOOJx9NshRnHFUg3A,Nu Nu Nails & Spa,37,4,,,,,,,
Hamilton Township,hYXUmvr48ucxDtxk2K6k7Q,Wing Spot,30,5,,,,,,,
Zieglersville,p4TJGwgDbY6AcPqCW51UWw,Athena Nail & Spa,12,1,,,,,,,
Zieglersville,FAXl9Xchw8li_2las5Ufxg,ProMark Landscaping,7,2,,,,,,,
Chesterbrook,35daPBS3dPsDysGQx-K13A,Diane's Sidewalk Deli,90,1,,,,,,,
Chesterbrook,VPpcZFlj0ZgGyYuxHvs8hw,HG Coal Fired Pizza,87,2,,,,,,,
Chesterbrook,q0xcJfaHQaP4tR43LQrLPg,Manhattan Bagel,43,3,,,,,,,
Chesterbrook,w_Lwml32zohEUX6BXGWEkA,Rite Aid,14,4,,,,,,,
Chesterbrook,QeW4N1qPfDew5ssgq5k5mg,Pizza Land,11,5,,,,,,,
Line Lexington,6Gon-iz1NnzPPbwQhIG60A,Zoto's Diner,113,1,,,,,,,
Line Lexington,wo8oa5uJ0QOZKOvquBgTMA,Carney Plumbing Heating & Cooling,51,2,,,,,,,
Line Lexington,IqBuYuUp2tjdzhuMeXjDoQ,FR Auto Detail,14,3,,,,,,,
Line Lexington,ifKzaO2BcT550UK2uqmNhA,309 Handbag & Shoe Outlet,11,4,,,,,,,
Line Lexington,QuMaU01gDe-2evRISa_0Jg,Suzy's Lounge,11,5,,,,,,,
Chesterfield,5K9oTIa83359gJKHyFPcJQ,Kimcheese,417,1,,,,,,,
Chesterfield,SkdjIX5yRmvd3Bwug7ZpTA,Addie's Thai House,316,2,,,,,,,
Chesterfield,cqPRhgzpPVtQBctn73k4pA,Shack Breakfast & Lunch,251,3,,,,,,,
Chesterfield,uvRatMC-cQA8cq1nnPWknQ,Paul Manno's Cafe,182,4,,,,,,,
Chesterfield,#NAME?,Spiro's Restaurant,175,5,,,,,,,
Pittsgrove Township,x4jqqs-Hr7YXYJEqXVTR8w,Pittsgrove Deli & Grocery,5,1,,,,,,,
St Ann,IHv21alrb3gqlL7S81JIfw,Raising Cane's Chicken Fingers,27,1,,,,,,,
St Ann,kdnVpv8IxRkc0SwKNdx-cg,Captain D's,18,2,,,,,,,
St Ann,tOPJlg8nirOKxeIosGysAw,Art Van Furniture,9,3,,,,,,,
St Ann,UK_VZor0koO8wYg7NSMlzA,In And Out Market,5,4,,,,,,,
St Ann,hFkXaByqamZE3yvLYwKSzQ,QuikTrip,5,5,,,,,,,
Hartford,MW3rpMLnVr7I6izfBw-1Hw,Lewis and Clark Confluence Tower,11,1,,,,,,,
Hartford,SaZJPDpHKl57z3giyPcleg,Lewis & Clark State Historic Site,10,2,,,,,,,
Monrovia,Ly6JrgTypwFpcxBAJvcPnw,Collision,7,1,,,,,,,
O' Fallon,opVvfe2wZyPNKo9ZRyo_YQ,IHOP,60,1,,,,,,,
Maryland Height,AsPLgxF7Azm7VTmZ9Ui6YA,Wingate By Wyndham,19,1,,,,,,,
Woodson Terrace,87SQ7lH43npjkpjO069AYw,El Porton,63,1,,,,,,,
Pegram,rz5Ml4HFh7TEQytbLvE3bA,Country Flooring Direct,9,1,,,,,,,
Pegram,Bh_rhU5jlY3zpCrBlgfgCw,The Car Care Center,7,2,,,,,,,
Pegram,Qu7rwb2cYgz4oVgvZh98Ug,Mid State Movers,7,3,,,,,,,
Pegram,F5PN41_9HqmrCcUzSU4Q6g,Finch's Country Store,5,4,,,,,,,
New orleans,5LA1e4g5SY0dN-0oYTd8kA,Clem's Plumbing,9,1,,,,,,,
New orleans,39gZ9xy-8jZixgEJby5BwQ,Jazz Does Hair,7,2,,,,,,,
TAMPA,YLYLVY1HuQG1IvYjXyHzww,IHOP,110,1,,,,,,,
TAMPA,qs6H_gmYAre_F0N79GkutQ,IHOP,80,2,,,,,,,
TAMPA,0l0R_1x2RC8pEwP-OG6UxA,Roberts Meats And Catering,75,3,,,,,,,
TAMPA,DhLIjn4oZHB0qzdlM5baFA,IHOP,70,4,,,,,,,
TAMPA,3SHw4aZW_muE1kRSLQQjjA,IHOP,70,5,,,,,,,
Saint Petersburg Beach,TSqT8OhLwmDZi8rC-A0CZQ,Tequila Mockingbird Bar and Grille,9,1,,,,,,,
Saint Petersburg Beach,IOvJW63nFMReO7mMDqPRNA,7-Eleven,7,2,,,,,,,
Saint Petersburg Beach,timvnbWarN7ng8qzhyTyYA,Happy Puffer,5,3,,,,,,,
Lakeland,Wcf74NRvDwQ4c3WiZ_uYOg,Bay to Bay Appliance Repair,35,1,,,,,,,
Lakeland,unalWoccMpTJgX17ugGjWA,MASSAGE STAR,27,2,,,,,,,
Kenneth,JdZEowib5y2W2KR0co0kBg,Little John's Appliance Repair,30,1,,,,,,,
Kenneth,FGr9mit-FCiQYjZhjHGg_w,Quikiriki Pollos A La Brasa,8,2,,,,,,,
Green Lane,5HRc0bEDqmgvB8MifkFwhg,Chiaro's Pizzeria & Restaurant,25,1,,,,,,,
Green Lane,5XRQJm1HBVK4jnIG0aAjVw,Green Lane Park,22,2,,,,,,,
Green Lane,mWMc6_wTdE0EUBKIGXDVfA,Perkiomen Valley Brewery,13,3,,,,,,,
Green Lane,4mYPqTpCjHqx8Ee4TIERXA,Green Lane Naturals,9,4,,,,,,,
Green Lane,y0wLIXL2bbQ5OSTrSxV2Hw,Camp Green Lane,7,5,,,,,,,
Glenn Mills,DfdOHyhsZhJlsvFAjCNpmg,CVS Pharmacy,7,1,,,,,,,
AVON,jPFFeyh7RmmxzQmYgAAPQA,Jack's Donuts - Avon,24,1,,,,,,,
kenner,VfvJEbM1aeRsuC0RezyWrQ,Bounce World Nola,19,1,,,,,,,
Austin,oTRrNy5VIaTw7MKEvxZl7A,Wildlife Wonders,10,1,,,,,,,
Belmont Hills,VD2jA3aLp8MfR8BiWWKs0w,Cotoletta,42,1,,,,,,,
Belmont Hills,sYvtjnmGLUbLhCHhINAEIQ,Philadelphia Insurance Companies,17,2,,,,,,,
Carney's Point,C4alYKA7QUKmP7diWP1M2A,Denny's,32,1,,,,,,,
PHILA,q7sBlq1J3gQ8D44teewkyQ,Cameron Seafood,51,1,,,,,,,
PHILA,Y0EWACicUzDW4tupM8cijg,"Hot Waves, U.S.A",27,2,,,,,,,
PHILA,GeLIGSZSobCDxi6lvZr6mQ,Johnnys B Pizza,16,3,,,,,,,
Town N Country,2bVR-HHvTHteXpoeky288w,Norman Parathyroid Center,132,1,,,,,,,
Town N Country,FJue-hS7-ZYLv_tnIpvsLQ,"James Norman, MD",24,2,,,,,,,
Trooper,ZbWjxiTTnx-9xee_k0GGlQ,Fire N Fresh,57,1,,,,,,,
Trooper,gVfnWwDXmjXXuZPBW85XPA,Desi Spice,53,2,,,,,,,
Trooper,ilVGsC87BfopszGWw2qdXg,Spice Kitchen,51,3,,,,,,,
Trooper,4hFHwcU9qEh4-OVbYjpUMQ,Keystone Grill & Family Bistro,50,4,,,,,,,
Trooper,kygzr3QPekZJyG0q4W8sHw,Indian Hut Curry and Cakes,35,5,,,,,,,
Westville,b74QZznVHAgdQBveV7Q0sw,Speranza Wood-Fired Italian Kitchen,136,1,,,,,,,
Westville,SqR-SVD8otqLguw0rFUVvA,La Tentacion Pizza & Mexican Grill,101,2,,,,,,,
Westville,Pl90y7yUFsM1Vfnj3DybUw,Piston Diner,81,3,,,,,,,
Westville,8uGGXNRQbWTplFCpwQe8cA,Grabbe's Seafood Restaurant & Crab House,68,4,,,,,,,
Westville,WDZIhtBgFBZtZYu_PmYHOQ,Gateway Diner,58,5,,,,,,,
Gloucester City,19_JJgc0g6bI43yrkIgB_w,Max's Seafood Cafe,128,1,,,,,,,
Gloucester City,vZQQKvvU2jNGJEJ73Kz7fA,Chubby's Steakhouse,70,2,,,,,,,
Gloucester City,XPO4VKjYa-W7SSvQqFRubg,Vitale's Italian Bistro,47,3,,,,,,,
Gloucester City,QM5QsfLWWJxP1ttXC9TeLA,King of Pizza,26,4,,,,,,,
Gloucester City,qGTHGEFzUSWEA1Z7wwE6Ww,RiverPark Pub,23,5,,,,,,,
Terra Ceia,ML3Fdjk6HyWNLpwBNboLKw,The Citrus Place,13,1,,,,,,,
Terra Ceia,xloFoRiYlH4IKGz3FhTDpA,1-275 Rest Area Manatee County Mile 7,5,2,,,,,,,
ST. PETE BEACH,r8oXlRfQne1ClGEv7hdtIw,IHOP,55,1,,,,,,,
frazer,pn3NGJP8X6SqWQAiN7DM5w,PennDot Photo & Exam Center,23,1,,,,,,,
St.louis,NjuB42Pqs53UGXiljx418w,Master Kim's Kum Sung Martial Arts,7,1,,,,,,,
